TrialIndex,StimType,Order,Delay,ScannerRun,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
128,OLP,1,3,2,Stimuli/Fractals/27c.jpg,Stimuli/Fractals/27b.jpg,Stimuli/Fractals/27a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0
129,ERP,2,0,2,Stimuli/Fractals/105c.jpg,Stimuli/Fractals/105a.jpg,Stimuli/Fractals/105b.jpg,-212.1320344,212.1320344,0,300,-300,0,0,-300
130,LLP,1,2,2,Stimuli/Fractals/34b.jpg,Stimuli/Fractals/34c.jpg,Stimuli/Fractals/34a.jpg,212.1320344,-212.1320344,0,-300,300,0,-212.1320344,212.1320344
131,LLP,1,3,2,Stimuli/Fractals/7b.jpg,Stimuli/Fractals/7c.jpg,Stimuli/Fractals/7a.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
132,OLP,2,0,2,Stimuli/Fractals/27c.jpg,Stimuli/Fractals/27b.jpg,Stimuli/Fractals/27a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0
133,LLP,2,0,2,Stimuli/Fractals/34b.jpg,Stimuli/Fractals/34c.jpg,Stimuli/Fractals/34a.jpg,212.1320344,-212.1320344,0,-300,300,0,-212.1320344,212.1320344
134,ERP,1,1,2,Stimuli/Fractals/92c.jpg,Stimuli/Fractals/92a.jpg,Stimuli/Fractals/92b.jpg,212.1320344,212.1320344,300,0,0,300,-300,0
135,LLP,2,0,2,Stimuli/Fractals/7b.jpg,Stimuli/Fractals/7c.jpg,Stimuli/Fractals/7a.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
136,ERP,2,0,2,Stimuli/Fractals/92c.jpg,Stimuli/Fractals/92a.jpg,Stimuli/Fractals/92b.jpg,212.1320344,212.1320344,300,0,0,300,-300,0
137,ERP,1,5,2,Stimuli/Fractals/145c.jpg,Stimuli/Fractals/145a.jpg,Stimuli/Fractals/145b.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344
138,LLP,1,5,2,Stimuli/Fractals/80b.jpg,Stimuli/Fractals/80c.jpg,Stimuli/Fractals/80a.jpg,300,0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344
139,LLP,1,2,2,Stimuli/Fractals/46c.jpg,Stimuli/Fractals/46b.jpg,Stimuli/Fractals/46a.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344
140,OLP,1,4,2,Stimuli/Fractals/29c.jpg,Stimuli/Fractals/29b.jpg,Stimuli/Fractals/29a.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300
141,LLP,1,4,2,Stimuli/Fractals/93a.jpg,Stimuli/Fractals/93c.jpg,Stimuli/Fractals/93b.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300
142,LLP,2,0,2,Stimuli/Fractals/46c.jpg,Stimuli/Fractals/46b.jpg,Stimuli/Fractals/46a.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344
143,ERP,2,0,2,Stimuli/Fractals/145c.jpg,Stimuli/Fractals/145a.jpg,Stimuli/Fractals/145b.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344
144,LLP,2,0,2,Stimuli/Fractals/80b.jpg,Stimuli/Fractals/80c.jpg,Stimuli/Fractals/80a.jpg,300,0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344
145,OLP,2,0,2,Stimuli/Fractals/29c.jpg,Stimuli/Fractals/29b.jpg,Stimuli/Fractals/29a.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300
146,LLP,2,0,2,Stimuli/Fractals/93a.jpg,Stimuli/Fractals/93c.jpg,Stimuli/Fractals/93b.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300
147,BL,0,0,2,Stimuli/Fractals/115b.jpg,Stimuli/Fractals/115a.jpg,Stimuli/Fractals/115c.jpg,212.1320344,212.1320344,,,,,,
148,LLP,1,3,2,Stimuli/Fractals/78c.jpg,Stimuli/Fractals/78a.jpg,Stimuli/Fractals/78b.jpg,300,0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344
149,OLP,1,1,2,Stimuli/Fractals/128a.jpg,Stimuli/Fractals/128b.jpg,Stimuli/Fractals/128c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344
150,ERP,1,2,2,Stimuli/Fractals/35a.jpg,Stimuli/Fractals/35b.jpg,Stimuli/Fractals/35c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,300,0
151,OLP,2,0,2,Stimuli/Fractals/128a.jpg,Stimuli/Fractals/128b.jpg,Stimuli/Fractals/128c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344
152,LLP,2,0,2,Stimuli/Fractals/78c.jpg,Stimuli/Fractals/78a.jpg,Stimuli/Fractals/78b.jpg,300,0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344
153,ERP,2,0,2,Stimuli/Fractals/35a.jpg,Stimuli/Fractals/35b.jpg,Stimuli/Fractals/35c.jpg,-212.1320344,-212.1320344,-300,0,0,-300,300,0
154,LLP,1,3,2,Stimuli/Fractals/70c.jpg,Stimuli/Fractals/70a.jpg,Stimuli/Fractals/70b.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
155,ERP,1,1,2,Stimuli/Fractals/43c.jpg,Stimuli/Fractals/43a.jpg,Stimuli/Fractals/43b.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344
156,LLP,1,5,2,Stimuli/Fractals/63c.jpg,Stimuli/Fractals/63a.jpg,Stimuli/Fractals/63b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300
157,ERP,2,0,2,Stimuli/Fractals/43c.jpg,Stimuli/Fractals/43a.jpg,Stimuli/Fractals/43b.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344
158,LLP,2,0,2,Stimuli/Fractals/70c.jpg,Stimuli/Fractals/70a.jpg,Stimuli/Fractals/70b.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
159,ERP,1,4,2,Stimuli/Fractals/25b.jpg,Stimuli/Fractals/25c.jpg,Stimuli/Fractals/25a.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344
160,OLP,1,4,2,Stimuli/Fractals/90b.jpg,Stimuli/Fractals/90c.jpg,Stimuli/Fractals/90a.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
161,ERP,1,5,2,Stimuli/Fractals/71c.jpg,Stimuli/Fractals/71b.jpg,Stimuli/Fractals/71a.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300
162,LLP,2,0,2,Stimuli/Fractals/63c.jpg,Stimuli/Fractals/63a.jpg,Stimuli/Fractals/63b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300
163,OLP,1,2,2,Stimuli/Fractals/134b.jpg,Stimuli/Fractals/134c.jpg,Stimuli/Fractals/134a.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344
164,ERP,2,0,2,Stimuli/Fractals/25b.jpg,Stimuli/Fractals/25c.jpg,Stimuli/Fractals/25a.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344
165,OLP,2,0,2,Stimuli/Fractals/90b.jpg,Stimuli/Fractals/90c.jpg,Stimuli/Fractals/90a.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
166,OLP,2,0,2,Stimuli/Fractals/134b.jpg,Stimuli/Fractals/134c.jpg,Stimuli/Fractals/134a.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344
167,ERP,2,0,2,Stimuli/Fractals/71c.jpg,Stimuli/Fractals/71b.jpg,Stimuli/Fractals/71a.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300
168,BL,0,0,2,Stimuli/Fractals/115b.jpg,Stimuli/Fractals/115a.jpg,Stimuli/Fractals/115c.jpg,212.1320344,212.1320344,,,,,,
169,LLP,1,1,3,Stimuli/Fractals/15b.jpg,Stimuli/Fractals/15a.jpg,Stimuli/Fractals/15c.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300
170,LLP,1,4,3,Stimuli/Fractals/76b.jpg,Stimuli/Fractals/76c.jpg,Stimuli/Fractals/76a.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0
171,LLP,2,0,3,Stimuli/Fractals/15b.jpg,Stimuli/Fractals/15a.jpg,Stimuli/Fractals/15c.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300
172,LLP,1,3,3,Stimuli/Fractals/65b.jpg,Stimuli/Fractals/65c.jpg,Stimuli/Fractals/65a.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,212.1320344,212.1320344
173,LLP,1,3,3,Stimuli/Fractals/8a.jpg,Stimuli/Fractals/8c.jpg,Stimuli/Fractals/8b.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
174,ERP,1,4,3,Stimuli/Fractals/113b.jpg,Stimuli/Fractals/113c.jpg,Stimuli/Fractals/113a.jpg,-212.1320344,212.1320344,0,300,-300,0,0,-300
175,LLP,2,0,3,Stimuli/Fractals/76b.jpg,Stimuli/Fractals/76c.jpg,Stimuli/Fractals/76a.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0
176,LLP,2,0,3,Stimuli/Fractals/65b.jpg,Stimuli/Fractals/65c.jpg,Stimuli/Fractals/65a.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,212.1320344,212.1320344
177,LLP,2,0,3,Stimuli/Fractals/8a.jpg,Stimuli/Fractals/8c.jpg,Stimuli/Fractals/8b.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
178,LLP,1,5,3,Stimuli/Fractals/81a.jpg,Stimuli/Fractals/81b.jpg,Stimuli/Fractals/81c.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300
179,ERP,2,0,3,Stimuli/Fractals/113b.jpg,Stimuli/Fractals/113c.jpg,Stimuli/Fractals/113a.jpg,-212.1320344,212.1320344,0,300,-300,0,0,-300
180,LLP,1,1,3,Stimuli/Fractals/9c.jpg,Stimuli/Fractals/9b.jpg,Stimuli/Fractals/9a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344
181,LLP,1,5,3,Stimuli/Fractals/12a.jpg,Stimuli/Fractals/12b.jpg,Stimuli/Fractals/12c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
182,LLP,2,0,3,Stimuli/Fractals/9c.jpg,Stimuli/Fractals/9b.jpg,Stimuli/Fractals/9a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344
183,OLP,1,2,3,Stimuli/Fractals/91a.jpg,Stimuli/Fractals/91b.jpg,Stimuli/Fractals/91c.jpg,-212.1320344,212.1320344,0,300,-300,0,0,-300
184,LLP,2,0,3,Stimuli/Fractals/81a.jpg,Stimuli/Fractals/81b.jpg,Stimuli/Fractals/81c.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300
185,LLP,1,2,3,Stimuli/Fractals/79a.jpg,Stimuli/Fractals/79b.jpg,Stimuli/Fractals/79c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
186,OLP,2,0,3,Stimuli/Fractals/91a.jpg,Stimuli/Fractals/91b.jpg,Stimuli/Fractals/91c.jpg,-212.1320344,212.1320344,0,300,-300,0,0,-300
187,LLP,2,0,3,Stimuli/Fractals/12a.jpg,Stimuli/Fractals/12b.jpg,Stimuli/Fractals/12c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
188,LLP,2,0,3,Stimuli/Fractals/79a.jpg,Stimuli/Fractals/79b.jpg,Stimuli/Fractals/79c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
189,BL,0,0,3,Stimuli/Fractals/115b.jpg,Stimuli/Fractals/115a.jpg,Stimuli/Fractals/115c.jpg,212.1320344,212.1320344,,,,,,
190,OLP,1,2,3,Stimuli/Fractals/2b.jpg,Stimuli/Fractals/2c.jpg,Stimuli/Fractals/2a.jpg,212.1320344,212.1320344,300,0,0,300,-300,0
191,ERP,1,5,3,Stimuli/Fractals/54c.jpg,Stimuli/Fractals/54a.jpg,Stimuli/Fractals/54b.jpg,212.1320344,-212.1320344,0,-300,300,0,-212.1320344,212.1320344
192,LLP,1,5,3,Stimuli/Fractals/45b.jpg,Stimuli/Fractals/45a.jpg,Stimuli/Fractals/45c.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
193,OLP,2,0,3,Stimuli/Fractals/2b.jpg,Stimuli/Fractals/2c.jpg,Stimuli/Fractals/2a.jpg,212.1320344,212.1320344,300,0,0,300,-300,0
194,OLP,1,1,3,Stimuli/Fractals/17b.jpg,Stimuli/Fractals/17a.jpg,Stimuli/Fractals/17c.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
195,OLP,1,4,3,Stimuli/Fractals/44b.jpg,Stimuli/Fractals/44c.jpg,Stimuli/Fractals/44a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0
196,OLP,2,0,3,Stimuli/Fractals/17b.jpg,Stimuli/Fractals/17a.jpg,Stimuli/Fractals/17c.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
197,ERP,2,0,3,Stimuli/Fractals/54c.jpg,Stimuli/Fractals/54a.jpg,Stimuli/Fractals/54b.jpg,212.1320344,-212.1320344,0,-300,300,0,-212.1320344,212.1320344
198,LLP,2,0,3,Stimuli/Fractals/45b.jpg,Stimuli/Fractals/45a.jpg,Stimuli/Fractals/45c.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
199,OLP,1,2,3,Stimuli/Fractals/83b.jpg,Stimuli/Fractals/83c.jpg,Stimuli/Fractals/83a.jpg,-212.1320344,-212.1320344,0,-300,-300,0,212.1320344,212.1320344
200,OLP,2,0,3,Stimuli/Fractals/44b.jpg,Stimuli/Fractals/44c.jpg,Stimuli/Fractals/44a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0
201,ERP,1,3,3,Stimuli/Fractals/69c.jpg,Stimuli/Fractals/69a.jpg,Stimuli/Fractals/69b.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
202,OLP,2,0,3,Stimuli/Fractals/83b.jpg,Stimuli/Fractals/83c.jpg,Stimuli/Fractals/83a.jpg,-212.1320344,-212.1320344,0,-300,-300,0,212.1320344,212.1320344
203,ERP,1,3,3,Stimuli/Fractals/53c.jpg,Stimuli/Fractals/53a.jpg,Stimuli/Fractals/53b.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344
204,OLP,1,4,3,Stimuli/Fractals/67b.jpg,Stimuli/Fractals/67a.jpg,Stimuli/Fractals/67c.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300
205,ERP,2,0,3,Stimuli/Fractals/69c.jpg,Stimuli/Fractals/69a.jpg,Stimuli/Fractals/69b.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
206,LLP,1,1,3,Stimuli/Fractals/47a.jpg,Stimuli/Fractals/47b.jpg,Stimuli/Fractals/47c.jpg,212.1320344,-212.1320344,300,0,0,-300,-212.1320344,212.1320344
207,ERP,2,0,3,Stimuli/Fractals/53c.jpg,Stimuli/Fractals/53a.jpg,Stimuli/Fractals/53b.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344
208,LLP,2,0,3,Stimuli/Fractals/47a.jpg,Stimuli/Fractals/47b.jpg,Stimuli/Fractals/47c.jpg,212.1320344,-212.1320344,300,0,0,-300,-212.1320344,212.1320344
209,OLP,2,0,3,Stimuli/Fractals/67b.jpg,Stimuli/Fractals/67a.jpg,Stimuli/Fractals/67c.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300
210,BL,0,0,3,Stimuli/Fractals/115b.jpg,Stimuli/Fractals/115a.jpg,Stimuli/Fractals/115c.jpg,212.1320344,212.1320344,,,,,,
211,ERP,1,2,3,Stimuli/Fractals/123b.jpg,Stimuli/Fractals/123c.jpg,Stimuli/Fractals/123a.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300,0
212,OLP,1,2,3,Stimuli/Fractals/55c.jpg,Stimuli/Fractals/55b.jpg,Stimuli/Fractals/55a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
213,OLP,1,3,3,Stimuli/Fractals/61a.jpg,Stimuli/Fractals/61c.jpg,Stimuli/Fractals/61b.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
214,ERP,2,0,3,Stimuli/Fractals/123b.jpg,Stimuli/Fractals/123c.jpg,Stimuli/Fractals/123a.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300,0
215,OLP,2,0,3,Stimuli/Fractals/55c.jpg,Stimuli/Fractals/55b.jpg,Stimuli/Fractals/55a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
216,ERP,1,3,3,Stimuli/Fractals/89c.jpg,Stimuli/Fractals/89a.jpg,Stimuli/Fractals/89b.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
217,OLP,2,0,3,Stimuli/Fractals/61a.jpg,Stimuli/Fractals/61c.jpg,Stimuli/Fractals/61b.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
218,ERP,1,5,3,Stimuli/Fractals/117b.jpg,Stimuli/Fractals/117a.jpg,Stimuli/Fractals/117c.jpg,212.1320344,-212.1320344,300,0,0,-300,-300,0
219,OLP,1,1,3,Stimuli/Fractals/48a.jpg,Stimuli/Fractals/48b.jpg,Stimuli/Fractals/48c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344
220,ERP,2,0,3,Stimuli/Fractals/89c.jpg,Stimuli/Fractals/89a.jpg,Stimuli/Fractals/89b.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
221,OLP,2,0,3,Stimuli/Fractals/48a.jpg,Stimuli/Fractals/48b.jpg,Stimuli/Fractals/48c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344
222,OLP,1,4,3,Stimuli/Fractals/4c.jpg,Stimuli/Fractals/4b.jpg,Stimuli/Fractals/4a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300
223,ERP,1,5,3,Stimuli/Fractals/95a.jpg,Stimuli/Fractals/95b.jpg,Stimuli/Fractals/95c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344
224,ERP,2,0,3,Stimuli/Fractals/117b.jpg,Stimuli/Fractals/117a.jpg,Stimuli/Fractals/117c.jpg,212.1320344,-212.1320344,300,0,0,-300,-300,0
225,OLP,1,4,3,Stimuli/Fractals/68c.jpg,Stimuli/Fractals/68b.jpg,Stimuli/Fractals/68a.jpg,-212.1320344,-212.1320344,0,-300,-300,0,0,300
226,OLP,1,1,3,Stimuli/Fractals/137c.jpg,Stimuli/Fractals/137a.jpg,Stimuli/Fractals/137b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344
227,OLP,2,0,3,Stimuli/Fractals/4c.jpg,Stimuli/Fractals/4b.jpg,Stimuli/Fractals/4a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300
228,OLP,2,0,3,Stimuli/Fractals/137c.jpg,Stimuli/Fractals/137a.jpg,Stimuli/Fractals/137b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344
229,ERP,2,0,3,Stimuli/Fractals/95a.jpg,Stimuli/Fractals/95b.jpg,Stimuli/Fractals/95c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344
230,OLP,2,0,3,Stimuli/Fractals/68c.jpg,Stimuli/Fractals/68b.jpg,Stimuli/Fractals/68a.jpg,-212.1320344,-212.1320344,0,-300,-300,0,0,300
231,BL,0,0,3,Stimuli/Fractals/115b.jpg,Stimuli/Fractals/115a.jpg,Stimuli/Fractals/115c.jpg,212.1320344,212.1320344,,,,,,
232,ERP,1,4,3,Stimuli/Fractals/133b.jpg,Stimuli/Fractals/133a.jpg,Stimuli/Fractals/133c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300,0
233,OLP,1,4,3,Stimuli/Fractals/143b.jpg,Stimuli/Fractals/143c.jpg,Stimuli/Fractals/143a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
234,ERP,1,5,3,Stimuli/Fractals/33b.jpg,Stimuli/Fractals/33a.jpg,Stimuli/Fractals/33c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300
235,LLP,1,5,3,Stimuli/Fractals/37b.jpg,Stimuli/Fractals/37c.jpg,Stimuli/Fractals/37a.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300
236,ERP,1,2,3,Stimuli/Fractals/59b.jpg,Stimuli/Fractals/59c.jpg,Stimuli/Fractals/59a.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
237,ERP,2,0,3,Stimuli/Fractals/133b.jpg,Stimuli/Fractals/133a.jpg,Stimuli/Fractals/133c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300,0
238,OLP,2,0,3,Stimuli/Fractals/143b.jpg,Stimuli/Fractals/143c.jpg,Stimuli/Fractals/143a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
239,ERP,2,0,3,Stimuli/Fractals/59b.jpg,Stimuli/Fractals/59c.jpg,Stimuli/Fractals/59a.jpg,212.1320344,212.1320344,300,0,0,300,-212.1320344,-212.1320344
240,ERP,2,0,3,Stimuli/Fractals/33b.jpg,Stimuli/Fractals/33a.jpg,Stimuli/Fractals/33c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300
241,LLP,2,0,3,Stimuli/Fractals/37b.jpg,Stimuli/Fractals/37c.jpg,Stimuli/Fractals/37a.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300
242,LLP,1,3,3,Stimuli/Fractals/131b.jpg,Stimuli/Fractals/131a.jpg,Stimuli/Fractals/131c.jpg,-212.1320344,-212.1320344,0,-300,-300,0,212.1320344,212.1320344
243,ERP,1,1,3,Stimuli/Fractals/106b.jpg,Stimuli/Fractals/106c.jpg,Stimuli/Fractals/106a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
244,LLP,1,3,3,Stimuli/Fractals/103a.jpg,Stimuli/Fractals/103c.jpg,Stimuli/Fractals/103b.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344
245,ERP,2,0,3,Stimuli/Fractals/106b.jpg,Stimuli/Fractals/106c.jpg,Stimuli/Fractals/106a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
246,LLP,2,0,3,Stimuli/Fractals/131b.jpg,Stimuli/Fractals/131a.jpg,Stimuli/Fractals/131c.jpg,-212.1320344,-212.1320344,0,-300,-300,0,212.1320344,212.1320344
247,ERP,1,2,3,Stimuli/Fractals/10a.jpg,Stimuli/Fractals/10b.jpg,Stimuli/Fractals/10c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344
248,LLP,2,0,3,Stimuli/Fractals/103a.jpg,Stimuli/Fractals/103c.jpg,Stimuli/Fractals/103b.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344
249,LLP,1,1,3,Stimuli/Fractals/99c.jpg,Stimuli/Fractals/99b.jpg,Stimuli/Fractals/99a.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
250,ERP,2,0,3,Stimuli/Fractals/10a.jpg,Stimuli/Fractals/10b.jpg,Stimuli/Fractals/10c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344
251,LLP,2,0,3,Stimuli/Fractals/99c.jpg,Stimuli/Fractals/99b.jpg,Stimuli/Fractals/99a.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344
252,BL,0,0,3,Stimuli/Fractals/115b.jpg,Stimuli/Fractals/115a.jpg,Stimuli/Fractals/115c.jpg,212.1320344,212.1320344,,,,,,
